Player,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Team Total, , , , ,602,406,4893,41,233,2754,6.8,2139,5.3,8.5,19,21.4,31,5.1,16,103.8
