Player,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Team Total, , , , ,614,435,5250,41,272,2400,5.5,2850,6.6,7.3,33,13.2,34,5.5,12,110.9
