Player,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Team Total, , , , ,556,378,4405,29,203,2229,5.9,2176,5.8,7.9,17,22.2,25,4.5,11,100.9
