Player,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Team Total, , , , ,606,410,4776,42,238,2886,7.0,1890,4.6,9.2,17,24.1,32,5.3,12,106.2
