Player,Age,Pos,G,GS,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Team Total,,,,,417,1970,18,105,1334,3.2,636,1.5,17,24.5
