Player,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Team Total, , , , ,558,378,4690,30,211,2453,6.5,2237,5.9,8.5,26,14.5,28,5.0,5,107.7
