Player,Age,Pos,G,GS,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Team Total,,,,,478,2037,18,131,1213,2.5,824,1.7,22,21.7
